home_elo,away_elo,elo_diff,elo_sum,home_form_points,home_form_points_avg,home_form_goals_scored,home_form_goals_scored_avg,home_form_goals_conceded,home_form_goals_conceded_avg,home_form_goal_diff_avg,home_form_wins,home_form_draws,home_form_losses,home_form_win_rate,home_matches_played,away_form_points,away_form_points_avg,away_form_goals_scored,away_form_goals_scored_avg,away_form_goals_conceded,away_form_goals_conceded_avg,away_form_goal_diff_avg,away_form_wins,away_form_draws,away_form_losses,away_form_win_rate,away_matches_played,form_diff,goals_scored_diff,goals_conceded_diff,h2h_matches,h2h_wins_team1,h2h_draws,h2h_wins_team2,h2h_goals_team1,h2h_goals_team2,h2h_goals_avg_team1,h2h_goals_avg_team2,h2h_win_rate_team1,tournament_importance,is_world_cup,is_knockout,same_confederation,home_conf_strength,away_conf_strength,home_score,away_score,total_goals,goal_diff,outcome,outcome_code,match_date,home_team,away_team,tournament
1870,1500,370,3370,23,2.3,25.0,2.5,10.0,1.0,1.5,7,2,1,0.7,10,3,0.3,5.0,0.5,17.0,1.7,-1.2,0,3,7,0.0,10,1.9999999999999998,2.0,-0.7,2,1,1,0,4.0,2.0,2.0,1.0,0.75,1.0,1,0,1,0.4,0.4,5,0,5,5,home_win,0,2024-03-21,Iran,Turkmenistan,FIFA World Cup qualification
1500,1500,0,3000,6,0.6,7.0,0.7,13.0,1.3,-0.6,1,3,6,0.1,10,13,1.3,11.0,1.1,16.0,1.6,-0.5,3,4,3,0.3,10,-0.7000000000000001,-0.40000000000000013,-0.30000000000000004,4,3,1,0,6.0,1.0,1.5,0.25,0.875,1.0,1,0,1,0.4,0.4,5,0,5,5,home_win,0,2024-03-21,Palestine,Bangladesh,FIFA World Cup qualification
1500,1500,0,3000,17,1.7,11.0,1.1,9.0,0.9,0.2,5,2,3,0.5,10,16,1.6,27.0,2.7,17.0,1.7,1.0,4,4,2,0.4,10,0.09999999999999987,-1.6,-0.7999999999999999,2,2,0,0,9.0,0.0,4.5,0.0,1.0,1.0,1,0,1,0.4,0.4,2,0,2,2,home_win,0,2024-03-21,Oman,Malaysia,FIFA World Cup qualification
1500,1500,0,3000,14,1.4,13.0,1.3,17.0,1.7,-0.4,4,2,4,0.4,10,12,1.2,9.0,0.9,14.0,1.4,-0.5,3,3,4,0.3,10,0.19999999999999996,0.4,0.30000000000000004,4,2,2,0,4.0,1.0,1.0,0.25,0.75,0.3,0,0,1,0.9,0.9,2,0,2,2,home_win,0,2024-03-21,Montenegro,Belarus,Friendly
1500,1500,0,3000,15,1.5,12.0,1.2,16.0,1.6,-0.4,4,3,3,0.4,10,9,0.9,7.0,0.7,11.0,1.1,-0.4,2,3,5,0.2,10,0.6,0.5,0.5,6,0,2,4,3.0,14.0,0.5,2.3333333333333335,0.16666666666666666,1.0,1,0,1,0.4,0.4,2,2,4,0,draw,1,2024-03-21,Singapore,China PR,FIFA World Cup qualification
1705,1500,205,3205,14,1.4,9.0,0.9,6.0,0.6,0.3,3,5,2,0.3,10,2,0.2,3.0,0.3,20.0,2.0,-1.7,0,2,8,0.0,10,1.2,0.6000000000000001,-1.4,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.45,0.9,1,1,2,0,draw,1,2024-03-21,South Africa,Andorra,FIFA Series
1500,1500,0,3000,15,1.5,12.0,1.2,12.0,1.2,0.0,4,3,3,0.4,10,20,2.0,23.0,2.3,10.0,1.0,1.3,6,2,2,0.6,10,-0.5,-1.0999999999999999,0.19999999999999996,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,1,0.3,0.3,1,0,1,1,home_win,0,2024-03-21,Cape Verde,Guyana,FIFA Series
1500,1500,0,3000,17,1.7,10.0,1.0,9.0,0.9,0.1,5,2,3,0.5,10,10,1.0,12.0,1.2,15.0,1.5,-0.3,3,1,6,0.3,10,0.7,-0.19999999999999996,-0.6,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.45,0.2,6,0,6,6,home_win,0,2024-03-21,Guinea,Vanuatu,FIFA Series
1735,1905,-170,3640,23,2.3,22.0,2.2,6.0,0.6,1.6,7,2,1,0.7,10,18,1.8,19.0,1.9,12.0,1.2,0.7,5,3,2,0.5,10,0.4999999999999998,0.30000000000000027,-0.6,21,2,5,14,10.0,31.0,0.47619047619047616,1.4761904761904763,0.21428571428571427,0.5,0,0,1,0.5,0.5,0,3,3,-3,away_win,2,2024-03-21,Panama,Mexico,CONCACAF Nations League
1500,1695,-195,3195,17,1.7,25.0,2.5,9.0,0.9,1.6,5,2,3,0.5,10,18,1.8,15.0,1.5,12.0,1.2,0.3,5,3,2,0.5,10,-0.10000000000000009,1.0,-0.29999999999999993,18,10,5,3,29.0,15.0,1.6111111111111112,0.8333333333333334,0.6944444444444444,0.5,0,0,0,0.3,0.5,3,1,4,2,home_win,0,2024-03-21,United States,Jamaica,CONCACAF Nations League
1500,1500,0,3000,0,0.0,0.0,0.0,46.0,4.6,-4.6,0,0,10,0.0,10,7,0.7,8.0,0.8,15.0,1.5,-0.7,1,4,5,0.1,10,-0.7,-0.8,3.0999999999999996,0,0,0,0,0.0,0.0,,,0.5,0.65,0,0,1,0.9,0.9,0,1,1,-1,away_win,2,2024-03-21,Gibraltar,Lithuania,UEFA Nations League
1835,1500,335,3335,17,1.7,13.0,1.3,10.0,1.0,0.3,5,2,3,0.5,10,2,0.2,4.0,0.4,25.0,2.5,-2.1,0,2,8,0.0,10,1.5,0.9,-1.5,4,3,0,1,9.0,2.0,2.25,0.5,0.75,0.9,0,0,1,0.9,0.9,5,1,6,4,home_win,0,2024-03-21,Poland,Estonia,UEFA Euro qualification
1750,1500,250,3250,16,1.6,14.0,1.4,10.0,1.0,0.4,4,4,2,0.4,10,18,1.8,18.0,1.8,10.0,1.0,0.8,6,0,4,0.6,10,-0.19999999999999996,-0.40000000000000013,0.0,6,2,2,2,6.0,6.0,1.0,1.0,0.5,0.9,0,0,1,0.9,0.9,4,1,5,3,home_win,0,2024-03-21,Wales,Finland,UEFA Euro qualification
1500,1500,0,3000,14,1.4,15.0,1.5,15.0,1.5,0.0,4,2,4,0.4,10,11,1.1,11.0,1.1,15.0,1.5,-0.4,3,2,5,0.3,10,0.2999999999999998,0.3999999999999999,0.0,0,0,0,0,0.0,0.0,,,0.5,1.0,1,0,0,0.3,0.4,0,2,2,-2,away_win,2,2024-03-21,Taiwan,Kyrgyzstan,FIFA World Cup qualification
1645,1840,-195,3485,9,0.9,9.0,0.9,20.0,2.0,-1.1,3,0,7,0.3,10,16,1.6,14.0,1.4,11.0,1.1,0.3,4,4,2,0.4,10,-0.7000000000000001,-0.4999999999999999,0.8999999999999999,2,0,1,1,1.0,3.0,0.5,1.5,0.25,0.9,0,0,1,0.9,0.9,1,2,3,-1,away_win,2,2024-03-21,Bosnia and Herzegovina,Ukraine,UEFA Euro qualification
1635,1500,135,3135,14,1.4,26.0,2.6,19.0,1.9,0.7,4,2,4,0.4,10,16,1.6,13.0,1.3,20.0,2.0,-0.7,5,1,4,0.5,10,-0.20000000000000018,1.3,-0.10000000000000009,3,1,1,1,2.0,2.0,0.6666666666666666,0.6666666666666666,0.5,0.9,0,0,1,0.9,0.9,2,0,2,2,home_win,0,2024-03-21,Georgia,Luxembourg,UEFA Euro qualification
1500,1500,0,3000,17,1.7,16.0,1.6,8.0,0.8,0.8,5,2,3,0.5,10,21,2.1,17.0,1.7,10.0,1.0,0.7,7,0,3,0.7,10,-0.40000000000000013,-0.09999999999999987,-0.19999999999999996,3,3,0,0,7.0,2.0,2.3333333333333335,0.6666666666666666,1.0,0.9,0,0,1,0.9,0.9,5,0,5,5,home_win,0,2024-03-21,Greece,Kazakhstan,UEFA Euro qualification
1710,1500,210,3210,25,2.5,26.0,2.6,8.0,0.8,1.8,8,1,1,0.8,10,13,1.3,13.0,1.3,13.0,1.3,0.0,4,1,5,0.4,10,1.2,1.3,-0.5,7,5,1,1,12.0,2.0,1.7142857142857142,0.2857142857142857,0.7857142857142857,1.0,1,0,1,0.4,0.4,3,0,3,3,home_win,0,2024-03-21,Qatar,Kuwait,FIFA World Cup qualification
1500,1500,0,3000,9,0.9,9.0,0.9,25.0,2.5,-1.6,2,3,5,0.2,10,7,0.7,5.0,0.5,14.0,1.4,-0.9,1,4,5,0.1,10,0.20000000000000007,0.4,1.1,7,0,3,4,5.0,12.0,0.7142857142857143,1.7142857142857142,0.21428571428571427,1.0,1,0,1,0.4,0.4,0,0,0,0,draw,1,2024-03-21,Afghanistan,India,FIFA World Cup qualification
1500,1500,0,3000,15,1.5,11.0,1.1,11.0,1.1,0.0,4,3,3,0.4,10,13,1.3,13.0,1.3,13.0,1.3,0.0,4,1,5,0.4,10,0.19999999999999996,-0.19999999999999996,-0.19999999999999996,3,1,2,0,7.0,6.0,2.3333333333333335,2.0,0.6666666666666666,0.9,0,0,0,0.3,0.9,1,4,5,-3,away_win,2,2024-03-21,Israel,Iceland,UEFA Euro qualification
1500,1500,0,3000,12,1.2,10.0,1.0,18.0,1.8,-0.8,3,3,4,0.3,10,13,1.3,8.0,0.8,12.0,1.2,-0.4,3,4,3,0.3,10,-0.10000000000000009,0.19999999999999996,0.6000000000000001,0,0,0,0,0.0,0.0,,,0.5,1.0,1,0,1,0.4,0.4,1,1,2,0,draw,1,2024-03-21,Myanmar,Syria,FIFA World Cup qualification
1895,1500,395,3395,24,2.4,37.0,3.7,10.0,1.0,2.7,8,0,2,0.8,10,20,2.0,17.0,1.7,7.0,0.7,1.0,6,2,2,0.6,10,0.3999999999999999,2.0,0.30000000000000004,8,4,1,3,8.0,6.0,1.0,0.75,0.5625,1.0,1,0,1,0.4,0.4,1,0,1,1,home_win,0,2024-03-21,Japan,North Korea,FIFA World Cup qualification
1875,1500,375,3375,21,2.1,26.0,2.6,10.0,1.0,1.6,6,3,1,0.6,10,10,1.0,10.0,1.0,21.0,2.1,-1.1,2,4,4,0.2,10,1.1,1.6,-1.1,1,1,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0.4,0.4,1,1,2,0,draw,1,2024-03-21,South Korea,Thailand,FIFA World Cup qualification
1500,1500,0,3000,11,1.1,8.0,0.8,11.0,1.1,-0.3,3,2,5,0.3,10,21,2.1,20.0,2.0,9.0,0.9,1.1,6,3,1,0.6,10,-1.0,-1.2,0.20000000000000007,2,0,0,2,1.0,6.0,0.5,3.0,0.0,0.3,0,0,1,0.45,0.45,0,2,2,-2,away_win,2,2024-03-22,Mauritania,Mali,Friendly
1930,1500,430,3430,20,2.0,16.0,1.6,7.0,0.7,0.9,6,2,2,0.6,10,17,1.7,12.0,1.2,4.0,0.4,0.8,4,5,1,0.4,10,0.30000000000000004,0.40000000000000013,0.29999999999999993,6,3,2,1,9.0,6.0,1.5,1.0,0.6666666666666666,0.3,0,0,1,0.45,0.45,1,0,1,1,home_win,0,2024-03-22,Morocco,Angola,Friendly
1985,1785,200,3770,18,1.8,21.0,2.1,14.0,1.4,0.7,6,0,4,0.6,10,17,1.7,19.0,1.9,15.0,1.5,0.4,5,2,3,0.5,10,0.10000000000000009,0.20000000000000018,-0.10000000000000009,4,3,1,0,7.0,2.0,1.75,0.5,0.875,0.3,0,0,1,0.9,0.9,4,0,4,4,home_win,0,2024-03-22,Netherlands,Scotland,Friendly
1500,1500,0,3000,7,0.7,8.0,0.8,13.0,1.3,-0.5,2,1,7,0.2,10,13,1.3,12.0,1.2,12.0,1.2,0.0,3,4,3,0.3,10,-0.6000000000000001,-0.3999999999999999,0.10000000000000009,5,1,2,2,8.0,9.0,1.6,1.8,0.4,0.3,0,0,1,0.45,0.45,1,2,3,-1,away_win,2,2024-03-22,Niger,Togo,Friendly
1765,1755,10,3520,16,1.6,10.0,1.0,8.0,0.8,0.2,4,4,2,0.4,10,12,1.2,11.0,1.1,15.0,1.5,-0.4,3,3,4,0.3,10,0.40000000000000013,-0.10000000000000009,-0.7,7,1,3,3,4.0,8.0,0.5714285714285714,1.1428571428571428,0.35714285714285715,0.3,0,0,1,0.45,0.45,2,1,3,1,home_win,0,2024-03-22,Nigeria,Ghana,Friendly
1625,1500,125,3125,14,1.4,14.0,1.4,21.0,2.1,-0.7,4,2,4,0.4,10,11,1.1,9.0,0.9,14.0,1.4,-0.5,2,5,3,0.2,10,0.2999999999999998,0.4999999999999999,0.7000000000000002,1,0,1,0,1.0,1.0,1.0,1.0,0.5,0.3,0,0,1,0.9,0.9,1,1,2,0,draw,1,2024-03-22,North Macedonia,Moldova,Friendly
1880,1500,380,3380,21,2.1,16.0,1.6,4.0,0.4,1.2,6,3,1,0.6,10,17,1.7,13.0,1.3,10.0,1.0,0.3,5,2,3,0.5,10,0.40000000000000013,0.30000000000000004,-0.6,2,2,0,0,3.0,1.0,1.5,0.5,1.0,0.3,0,0,1,0.45,0.45,3,0,3,3,home_win,0,2024-03-22,Senegal,Gabon,Friendly
1500,1500,0,3000,6,0.6,3.0,0.3,14.0,1.4,-1.1,1,3,6,0.1,10,17,1.7,21.0,2.1,11.0,1.1,1.0,5,2,3,0.5,10,-1.1,-1.8,0.2999999999999998,0,0,0,0,0.0,0.0,,,0.5,0.3,0,0,0,0.85,0.5,2,0,2,2,home_win,0,2024-03-22,Peru,Nicaragua,Friendly
1500,1610,-110,3110,22,2.2,16.0,1.6,5.0,0.5,1.1,6,4,0,0.6,10,9,0.9,9.0,0.9,13.0,1.3,-0.4,3,0,7,0.3,10,1.3000000000000003,0.7000000000000001,-0.8,5,2,3,0,6.0,2.0,1.2,0.4,0.7,0.3,0,0,1,0.9,0.9,1,1,2,0,draw,1,2024-03-22,Romania,Northern Ireland,Friendly
1500,1500,0,3000,0,0.0,1.0,0.1,28.0,2.8,-2.7,0,0,10,0.0,10,2,0.2,2.0,0.2,16.0,1.6,-1.4,0,2,8,0.0,10,-0.2,-0.1,1.1999999999999997,4,0,0,4,3.0,12.0,0.75,3.0,0.0,0.3,0,0,1,0.9,0.9,0,4,4,-4,away_win,2,2024-03-22,Liechtenstein,Faroe Islands,Friendly
2045,1945,100,3990,25,2.5,27.0,2.7,6.0,0.6,2.1,8,1,1,0.8,10,24,2.4,14.0,1.4,6.0,0.6,0.8,7,3,0,0.7,10,0.10000000000000009,1.3000000000000003,0.0,2,1,1,0,3.0,2.0,1.5,1.0,0.75,0.3,0,0,0,0.9,0.85,0,1,1,-1,away_win,2,2024-03-22,Spain,Colombia,Friendly
1500,1500,0,3000,2,0.2,4.0,0.4,20.0,2.0,-1.6,0,2,8,0.0,10,14,1.4,7.0,0.7,9.0,0.9,-0.2,4,2,4,0.4,10,-1.2,-0.29999999999999993,1.1,0,0,0,0,0.0,0.0,,,0.5,0.8,0,0,0,0.45,0.3,1,0,1,1,home_win,0,2024-03-22,Chad,Mauritius,African Cup of Nations qualification
1500,1500,0,3000,2,0.2,6.0,0.6,38.0,3.8,-3.2,0,2,8,0.0,10,7,0.7,6.0,0.6,20.0,2.0,-1.4,2,1,7,0.2,10,-0.49999999999999994,0.0,1.7999999999999998,0,0,0,0,0.0,0.0,,,0.5,0.8,0,0,1,0.3,0.3,1,1,2,0,draw,1,2024-03-22,São Tomé and Príncipe,South Sudan,African Cup of Nations qualification
1795,1780,15,3575,17,1.7,22.0,2.2,12.0,1.2,1.0,5,2,3,0.5,10,19,1.9,17.0,1.7,8.0,0.8,0.9,5,4,1,0.5,10,-0.19999999999999996,0.5000000000000002,0.3999999999999999,6,1,2,3,7.0,7.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,0.3,0,0,1,0.9,0.9,1,2,3,-1,away_win,2,2024-03-22,Norway,Czech Republic,Friendly
1500,1830,-330,3330,22,2.2,18.0,1.8,8.0,0.8,1.0,6,4,0,0.6,10,20,2.0,19.0,1.9,13.0,1.3,0.6,6,2,2,0.6,10,0.20000000000000018,-0.09999999999999987,-0.5,6,3,1,2,7.0,6.0,1.1666666666666667,1.0,0.5833333333333334,0.3,0,0,1,0.9,0.9,1,0,1,1,home_win,0,2024-03-22,Hungary,Turkey,Friendly
1500,1615,-115,3115,9,0.9,12.0,1.2,16.0,1.6,-0.4,2,3,5,0.2,10,11,1.1,10.0,1.0,10.0,1.0,0.0,2,5,3,0.2,10,-0.20000000000000007,0.19999999999999996,0.6000000000000001,1,0,1,0,2.0,2.0,2.0,2.0,0.5,0.3,0,0,1,0.9,0.9,0,1,1,-1,away_win,2,2024-03-22,Armenia,Kosovo,Friendly
1665,1500,165,3165,15,1.5,13.0,1.3,11.0,1.1,0.2,4,3,3,0.4,10,18,1.8,16.0,1.6,9.0,0.9,0.7,5,3,2,0.5,10,-0.30000000000000004,-0.30000000000000004,0.20000000000000007,3,2,0,1,5.0,4.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3,0,0,1,0.45,0.45,1,2,3,-1,away_win,2,2024-03-22,Burkina Faso,Libya,Friendly
1805,1565,240,3370,21,2.1,22.0,2.2,7.0,0.7,1.5,6,3,1,0.6,10,7,0.7,7.0,0.7,18.0,1.8,-1.1,2,1,7,0.2,10,1.4000000000000001,1.5000000000000002,-1.1,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.45,0.85,3,2,5,1,home_win,0,2024-03-22,Algeria,Bolivia,FIFA Series
1500,1500,0,3000,13,1.3,12.0,1.2,19.0,1.9,-0.7,4,1,5,0.4,10,7,0.7,4.0,0.4,25.0,2.5,-2.1,2,1,7,0.2,10,0.6000000000000001,0.7999999999999999,-0.6000000000000001,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.9,0.3,1,0,1,1,home_win,0,2024-03-22,Azerbaijan,Mongolia,FIFA Series
1500,1500,0,3000,4,0.4,7.0,0.7,17.0,1.7,-1.0,0,4,6,0.0,10,10,1.0,4.0,0.4,10.0,1.0,-0.6,2,4,4,0.2,10,-0.6,0.29999999999999993,0.7,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.3,0.45,1,0,1,1,home_win,0,2024-03-22,Bulgaria,Tanzania,FIFA Series
1500,1500,0,3000,12,1.2,12.0,1.2,15.0,1.5,-0.3,3,3,4,0.3,10,12,1.2,8.0,0.8,10.0,1.0,-0.2,4,0,6,0.4,10,0.0,0.3999999999999999,0.5,2,0,0,2,0.0,2.0,0.0,1.0,0.0,0.3,0,0,1,0.45,0.45,4,0,4,4,home_win,0,2024-03-22,Comoros,Uganda,Friendly
1500,1500,0,3000,19,1.9,14.0,1.4,6.0,0.6,0.8,5,4,1,0.5,10,11,1.1,15.0,1.5,15.0,1.5,0.0,3,2,5,0.3,10,0.7999999999999998,-0.10000000000000009,-0.9,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.45,0.4,2,0,2,2,home_win,0,2024-03-22,Equatorial Guinea,Cambodia,FIFA Series
1500,1500,0,3000,6,0.6,9.0,0.9,47.0,4.7,-3.8,2,0,8,0.2,10,8,0.8,12.0,1.2,19.0,1.9,-0.7,2,2,6,0.2,10,-0.20000000000000007,-0.29999999999999993,2.8000000000000003,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.3,0.5,0,2,2,-2,away_win,2,2024-03-22,Brunei,Bermuda,FIFA Series
1800,1575,225,3375,17,1.7,20.0,2.0,11.0,1.1,0.9,4,5,1,0.4,10,6,0.6,5.0,0.5,15.0,1.5,-1.0,1,3,6,0.1,10,1.1,1.5,-0.3999999999999999,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.45,0.2,1,0,1,1,home_win,0,2024-03-22,Egypt,New Zealand,FIFA Series
1500,1500,0,3000,2,0.2,2.0,0.2,40.0,4.0,-3.8,0,2,8,0.0,10,10,1.0,13.0,1.3,26.0,2.6,-1.3,3,1,6,0.3,10,-0.8,-1.1,1.4,0,0,0,0,0.0,0.0,,,0.5,1.0,1,0,1,0.3,0.3,0,0,0,0,draw,1,2024-03-22,Anguilla,Turks and Caicos Islands,FIFA World Cup qualification
1500,1500,0,3000,5,0.5,10.0,1.0,21.0,2.1,-1.1,1,2,7,0.1,10,7,0.7,10.0,1.0,30.0,3.0,-2.0,1,4,5,0.1,10,-0.19999999999999996,0.0,-0.8999999999999999,5,2,2,1,6.0,4.0,1.2,0.8,0.6,1.0,1,0,1,0.3,0.3,1,1,2,0,draw,1,2024-03-22,United States Virgin Islands,British Virgin Islands,FIFA World Cup qualification
1655,1745,-90,3400,21,2.1,16.0,1.6,4.0,0.4,1.2,6,3,1,0.6,10,15,1.5,14.0,1.4,9.0,0.9,0.5,4,3,3,0.4,10,0.6000000000000001,0.20000000000000018,-0.5,0,0,0,0,0.0,0.0,,,0.5,0.3,0,0,0,0.9,0.85,0,3,3,-3,away_win,2,2024-03-22,Albania,Chile,Friendly
2070,1500,570,3570,27,2.7,21.0,2.1,2.0,0.2,1.9,9,0,1,0.9,10,6,0.6,7.0,0.7,13.0,1.3,-0.6,0,6,4,0.0,10,2.1,1.4000000000000001,-1.1,1,1,0,0,2.0,0.0,2.0,0.0,1.0,0.3,0,0,0,0.85,0.5,3,0,3,3,home_win,0,2024-03-22,Argentina,El Salvador,Friendly
1500,1500,0,3000,9,0.9,13.0,1.3,15.0,1.5,-0.2,2,3,5,0.2,10,7,0.7,8.0,0.8,22.0,2.2,-1.4,2,1,7,0.2,10,0.20000000000000007,0.5,-0.7000000000000002,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.45,0.3,6,0,6,6,home_win,0,2024-03-22,Central African Republic,Bhutan,FIFA Series
1500,1500,0,3000,6,0.6,10.0,1.0,20.0,2.0,-1.0,1,3,6,0.1,10,11,1.1,12.0,1.2,22.0,2.2,-1.0,3,2,5,0.3,10,-0.5000000000000001,-0.19999999999999996,-0.20000000000000018,0,0,0,0,0.0,0.0,,,0.5,0.5,0,0,0,0.4,0.2,0,0,0,0,draw,1,2024-03-22,Sri Lanka,Papua New Guinea,FIFA Series
2050,1995,55,4045,25,2.5,34.0,3.4,6.0,0.6,2.8,8,1,1,0.8,10,8,0.8,15.0,1.5,22.0,2.2,-0.7,2,2,6,0.2,10,1.7,1.9,-1.6,11,5,3,3,13.0,9.0,1.1818181818181819,0.8181818181818182,0.5909090909090909,0.3,0,0,1,0.9,0.9,0,2,2,-2,away_win,2,2024-03-23,France,Germany,Friendly
1500,1500,0,3000,12,1.2,20.0,2.0,36.0,3.6,-1.6,4,0,6,0.4,10,9,0.9,7.0,0.7,31.0,3.1,-2.4,3,0,7,0.3,10,0.29999999999999993,1.3,0.5,4,2,1,1,6.0,3.0,1.5,0.75,0.625,0.5,0,0,1,0.2,0.2,1,0,1,1,home_win,0,2024-03-23,Samoa,Cook Islands,Oceania Nations Cup qualification
1660,1845,-185,3505,22,2.2,17.0,1.7,8.0,0.8,0.9,7,1,2,0.7,10,23,2.3,20.0,2.0,8.0,0.8,1.2,7,2,1,0.7,10,-0.09999999999999964,-0.30000000000000004,0.0,4,1,3,0,3.0,2.0,0.75,0.5,0.625,0.3,0,0,1,0.9,0.9,0,2,2,-2,away_win,2,2024-03-23,Slovakia,Austria,Friendly
1500,1975,-475,3475,10,1.0,13.0,1.3,13.0,1.3,0.0,3,1,6,0.3,10,26,2.6,26.0,2.6,6.0,0.6,2.0,8,2,0,0.8,10,-1.6,-1.3,0.7000000000000001,2,0,1,1,2.0,5.0,1.0,2.5,0.25,0.3,0,0,0,0.3,0.9,0,0,0,0,draw,1,2024-03-23,Republic of Ireland,Belgium,Friendly
1500,1500,0,3000,22,2.2,24.0,2.4,9.0,0.9,1.5,7,1,2,0.7,10,5,0.5,9.0,0.9,15.0,1.5,-0.6,0,5,5,0.0,10,1.7000000000000002,1.5,-0.6,7,5,1,1,18.0,7.0,2.5714285714285716,1.0,0.7857142857142857,0.3,0,0,0,0.3,0.45,2,2,4,0,draw,1,2024-03-23,Ivory Coast,Benin,Friendly
1500,1500,0,3000,15,1.5,18.0,1.8,13.0,1.3,0.5,4,3,3,0.4,10,19,1.9,22.0,2.2,17.0,1.7,0.5,6,1,3,0.6,10,-0.3999999999999999,-0.40000000000000013,-0.3999999999999999,1,0,1,0,2.0,2.0,2.0,2.0,0.5,0.3,0,0,0,0.5,0.3,2,0,2,2,home_win,0,2024-03-23,Dominican Republic,Aruba,Friendly
1825,1900,-75,3725,22,2.2,19.0,1.9,10.0,1.0,0.9,7,1,2,0.7,10,17,1.7,22.0,2.2,11.0,1.1,1.1,4,5,1,0.4,10,0.5000000000000002,-0.30000000000000027,-0.10000000000000009,2,1,1,0,4.0,3.0,2.0,1.5,0.75,0.3,0,0,1,0.9,0.9,0,0,0,0,draw,1,2024-03-23,Denmark,Switzerland,Friendly
1500,1500,0,3000,10,1.0,15.0,1.5,22.0,2.2,-0.7,3,1,6,0.3,10,15,1.5,13.0,1.3,7.0,0.7,0.6,4,3,3,0.4,10,-0.5,0.19999999999999996,1.5000000000000002,22,6,10,6,23.0,26.0,1.0454545454545454,1.1818181818181819,0.5,0.85,0,0,1,0.5,0.5,3,1,4,2,home_win,0,2024-03-23,Costa Rica,Honduras,Copa América qualification
1815,1500,315,3315,15,1.5,19.0,1.9,17.0,1.7,0.2,4,3,3,0.4,10,13,1.3,13.0,1.3,24.0,2.4,-1.1,4,1,5,0.4,10,0.19999999999999996,0.5999999999999999,-0.7,1,1,0,0,2.0,0.0,2.0,0.0,1.0,0.85,0,0,1,0.5,0.5,2,0,2,2,home_win,0,2024-03-23,Canada,Trinidad and Tobago,Copa América qualification
1790,1960,-170,3750,18,1.8,14.0,1.4,7.0,0.7,0.7,5,3,2,0.5,10,20,2.0,17.0,1.7,6.0,0.6,1.1,6,2,2,0.6,10,-0.19999999999999996,-0.30000000000000004,0.09999999999999998,1,1,0,0,2.0,1.0,2.0,1.0,1.0,0.5,0,0,0,0.45,0.9,0,0,0,0,draw,1,2024-03-23,Tunisia,Croatia,FIFA Series
2025,2015,10,4040,26,2.6,26.0,2.6,5.0,0.5,2.1,8,2,0,0.8,10,11,1.1,16.0,1.6,15.0,1.5,0.1,3,2,5,0.3,10,1.5,1.0,-1.0,5,1,3,1,5.0,5.0,1.0,1.0,0.5,0.3,0,0,0,0.9,0.85,0,1,1,-1,away_win,2,2024-03-23,England,Brazil,Friendly
1490,1500,-10,2990,10,1.0,10.0,1.0,13.0,1.3,-0.3,2,4,4,0.2,10,16,1.6,15.0,1.5,15.0,1.5,0.0,5,1,4,0.5,10,-0.6000000000000001,-0.5,-0.19999999999999996,2,0,1,1,2.0,3.0,1.0,1.5,0.25,0.3,0,0,0,0.5,0.3,1,1,2,0,draw,1,2024-03-24,Suriname,Martinique,Friendly
1500,1500,0,3000,0,0.0,4.0,0.4,32.0,3.2,-2.8,0,0,10,0.0,10,7,0.7,7.0,0.7,27.0,2.7,-2.0,2,1,7,0.2,10,-0.7,-0.29999999999999993,0.5,1,0,0,1,1.0,3.0,1.0,3.0,0.0,0.3,0,0,0,0.9,0.3,0,0,0,0,draw,1,2024-03-24,San Marino,Saint Kitts and Nevis,Friendly
1500,1720,-220,3220,9,0.9,8.0,0.8,13.0,1.3,-0.5,2,3,5,0.2,10,16,1.6,10.0,1.0,6.0,0.6,0.4,4,4,2,0.4,10,-0.7000000000000001,-0.19999999999999996,0.7000000000000001,5,1,0,4,3.0,7.0,0.6,1.4,0.2,0.3,0,0,0,0.5,0.85,0,0,0,0,draw,1,2024-03-24,Guatemala,Venezuela,Friendly
1500,1500,0,3000,9,0.9,8.0,0.8,13.0,1.3,-0.5,2,3,5,0.2,10,10,1.0,7.0,0.7,11.0,1.1,-0.4,2,4,4,0.2,10,-0.09999999999999998,0.10000000000000009,0.19999999999999996,7,2,4,1,8.0,7.0,1.1428571428571428,1.0,0.5714285714285714,0.3,0,0,0,0.45,0.3,2,1,3,1,home_win,0,2024-03-24,Ethiopia,Lesotho,Friendly
